PAIS,DEPARTAMENTO,PROVINCIA,DISTRITO,ESTRATO,PROCESO,ETAPA,YEAR,MES,MES.1,MINERAL,TITULAR,UNIDAD,UNIDAD DE MEDIDA,Valor,ORO-PLATA_gF
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,ENERO,1,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,137851.99862148,137851.99862148
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,ENERO,1,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,323417.961690222,323417.961690222
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,ENERO,1,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,60.5943640639,60594.3640639
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,ENERO,1,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,109.7819094199,109781.90941990001
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,ENERO,1,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,299.7000080923,299700.0080923
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,FEBRERO,2,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,28.1008536,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,FEBRERO,2,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,FEBRERO,2,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,FEBRERO,2,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,31360.03936,31360.03936
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,FEBRERO,2,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,127385.99872614,127385.99872614
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,FEBRERO,2,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,232778.95872331,232778.95872331
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,FEBRERO,2,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,116.6349037655,116634.9037655
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,FEBRERO,2,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,143.8764140694,143876.4140694
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,FEBRERO,2,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,856.4740311602,856474.0311602
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,MARZO,3,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,29.4075826,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,MARZO,3,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,MARZO,3,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,33860.9502,33860.9502
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,MARZO,3,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,60854.86472716,60854.86472716
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,MARZO,3,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,122911.99877088,122911.99877088
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,MARZO,3,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,294823.772650083,294823.772650083
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,MARZO,3,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,127.8568945064,127856.8945064
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,MARZO,3,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,130.1565391786,130156.53917860001
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,MARZO,3,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,149.8500040462,149850.00404620002
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,ABRIL,4,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,28.021338,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,ABRIL,4,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,ABRIL,4,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,35793.13851,35793.13851
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,ABRIL,4,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,62684.6758758,62684.6758758
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,ABRIL,4,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,128358.99871641,128358.99871641
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,ABRIL,4,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,208296.66939048,208296.66939048
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,ABRIL,4,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,120.2241548799,120224.1548799
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,ABRIL,4,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,127.3088949585,127308.89495850001
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,ABRIL,4,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,127.9208865807,127920.8865807
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,MAYO,5,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,27.8553254,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,MAYO,5,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,MAYO,5,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,39668.3168,39668.3168
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,MAYO,5,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,83653.80142448,83653.80142448
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,MAYO,5,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,109592.99890407,109592.99890407
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,MAYO,5,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,245386.8480228,245386.8480228
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,MAYO,5,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,119.8299011294,119829.9011294
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,MAYO,5,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,119.880015748,119880.015748
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,MAYO,5,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,137.4442057279,137444.2057279
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,JUNIO,6,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,26.1501615,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,JUNIO,6,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,JUNIO,6,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,JUNIO,6,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,29591.65189,29591.65189
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,JUNIO,6,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,107872.99892127,107872.99892127
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,JUNIO,6,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,280379.30337015,280379.30337015
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,JUNIO,6,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,136.601887291,136601.887291
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,JUNIO,6,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,138.9742647565,138974.2647565
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,JUNIO,6,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,602.1842004375,602184.2004374999
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,JULIO,7,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,56.291237,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,JULIO,7,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,JULIO,7,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,JULIO,7,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,51801.66761,51801.66761
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,JULIO,7,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,79196.99920803,79196.99920803
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,JULIO,7,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,245065.95422528,245065.95422528
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,JULIO,7,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,JULIO,7,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,112.8689068728,112868.9068728
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,JULIO,7,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,321.5591339762,321559.13397619996
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,AGOSTO,8,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,117.9337536,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,AGOSTO,8,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,AGOSTO,8,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,AGOSTO,8,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,74351.99925648,74351.99925648
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,AGOSTO,8,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,94372.2024,94372.2024
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,AGOSTO,8,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,309498.71532069,309498.71532069
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,AGOSTO,8,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,79.3539345258,79353.9345258
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,AGOSTO,8,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,478.2034655374,478203.4655374
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,AGOSTO,8,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,631.7369054795,631736.9054795001
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,SETIEMBRE,9,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,57.5743752,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,SETIEMBRE,9,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,SETIEMBRE,9,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,SETIEMBRE,9,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,39944.5344,39944.5344
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,SETIEMBRE,9,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,138199.998618,138199.998618
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,SETIEMBRE,9,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,328817.48974316,328817.48974316
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,SETIEMBRE,9,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,145.4018800302,145401.8800302
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,SETIEMBRE,9,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,195.9486121,195948.6121
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,SETIEMBRE,9,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,5013.4165334475,5013416.5334475
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,OCTUBRE,10,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,57.7001556,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,OCTUBRE,10,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,OCTUBRE,10,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,OCTUBRE,10,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,41874.16642,41874.16642
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,OCTUBRE,10,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,139145.99860854,139145.99860854
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,OCTUBRE,10,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,339171.35490175,339171.35490175
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,OCTUBRE,10,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,132.3818907728,132381.89077280002
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,OCTUBRE,10,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,202.7318567695,202731.8567695
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,OCTUBRE,10,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,5489.8087911732,5489808.7911732
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,NOVIEMBRE,11,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,42.62412,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,NOVIEMBRE,11,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,NOVIEMBRE,11,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,NOVIEMBRE,11,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,25077.1906,25077.1906
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,NOVIEMBRE,11,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,139807.99860192,139807.99860192
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,NOVIEMBRE,11,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,331575.6206917,331575.6206917
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,NOVIEMBRE,11,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,136.5531079123,136553.10791229998
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,NOVIEMBRE,11,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,141.335883385,141335.883385
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,NOVIEMBRE,11,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,5453.0357427002,5453035.7427002
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,DICIEMBRE,12,COBRE,MINERA TITAN DEL PERÚ S.R.L.,BELEN,TMF,63.0950835,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,GRAVIMETRÍA,CONCENTRACIÓN,2025,DICIEMBRE,12,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,DICIEMBRE,12,ORO,MINERA ESPAÑOLITA DEL SUR S.A.,LA ENCAÑADA,g Fino,0,0
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,DICIEMBRE,12,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,44906.7801,44906.7801
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,DICIEMBRE,12,ORO,MINERA TITAN DEL PERÚ S.R.L.,BELEN,g Fino,150403.99849596,150403.99849596
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,DICIEMBRE,12,ORO,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,g Fino,335773.97474348,335773.97474348
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,DICIEMBRE,12,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,113.6219062515,113621.9062515
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,FLOTACIÓN,CONCENTRACIÓN,2025,DICIEMBRE,12,PLATA,MINERA TITAN DEL PERÚ S.R.L.,BELEN,Kg Fino,230.6001213287,230600.12132869998
PERÚ,AREQUIPA,CARAVELI,CHALA,RÉGIMEN GENERAL,LIXIVIACIÓN,CONCENTRACIÓN,2025,DICIEMBRE,12,PLATA,MINERA VETA DORADA S.A.C.,PLANTA DE BENEFICIO VETA DORADA,Kg Fino,5074.3718315814,5074371.831581401
PERÚ,AREQUIPA,CARAVELI,CHAPARRA,PEQUEÑO PRODUCTOR MINERO,LIXIVIACIÓN,CONCENTRACIÓN,2025,ENERO,1,ORO,LAS BRAVAS N° 2 DE ICA S.A.C.,PLANTA DE BENEFICIO ARASQUI,g Fino,31472.69198979,31472.69198979
PERÚ,AREQUIPA,CARAVELI,CHAPARRA,PEQUEÑO PRODUCTOR MINERO,GRAVIMETRÍA,CONCENTRACIÓN,2025,ENERO,1,ORO,MINERA AURIFERA CUATRO DE ENERO S.A.,MACDESA,g Fino,41484.56459472,41484.56459472
PERÚ,AREQUIPA,CARAVELI,CHAPARRA,PEQUEÑO PRODUCTOR MINERO,LIXIVIACIÓN,CONCENTRACIÓN,2025,ENERO,1,PLATA,LAS BRAVAS N° 2 DE ICA S.A.C.,PLANTA DE BENEFICIO ARASQUI,Kg Fino,3.9340201134,3934.0201134
